UniProt,PocketCount,MaxScore,MeanScore,MaxDruggability,MeanDruggability,MaxSASA,MeanSASA,Compound
Q16630,33,0.49,0.030090909090909,0.49,0.030090909090909,212.321,113.7315454545455,2
Q03112,66,0.387,0.0166060606060606,0.387,0.0166060606060606,345.95,118.3349393939394,1
Q8WXD0,51,0.761,0.0549215686274509,0.761,0.0549215686274509,467.516,106.8210588235294,370
P12643,32,0.584,0.024625,0.584,0.024625,417.238,139.64790625000006,8
Q9Y2C9,59,0.874,0.0215254237288135,0.874,0.0215254237288135,479.913,104.392813559322,3
Q05193,72,0.621,0.0193611111111111,0.621,0.0193611111111111,283.616,107.2192222222222,252
O60931,23,0.32,0.0370434782608695,0.32,0.0370434782608695,526.803,116.15769565217391,2
P54289,86,0.792,0.0370581395348836,0.792,0.0370581395348836,449.192,114.96206976744188,1060
Q9Y6T7,65,0.981,0.0162153846153846,0.981,0.0162153846153846,435.338,129.3947538461538,8
P54198,80,0.166,0.0062,0.166,0.0062,452.088,111.4067,1
Q9HCU0,41,0.441,0.0243170731707317,0.441,0.0243170731707317,558.478,119.65624390243904,
O60678,36,0.991,0.0551388888888888,0.991,0.0551388888888888,317.227,114.40505555555556,298
Q96C00,32,0.925,0.0640312499999999,0.925,0.0640312499999999,299.623,133.83843749999997,1
Q969U7,15,0.675,0.0500666666666666,0.675,0.0500666666666666,244.879,105.26266666666668,
P05113,14,0.149,0.0223571428571428,0.149,0.0223571428571428,232.538,120.23514285714286,3
Q9C0B1,41,0.72,0.0194878048780487,0.72,0.0194878048780487,483.2,112.19258536585365,532
O60725,18,0.867,0.1178333333333333,0.867,0.1178333333333333,227.843,113.3265,440
Q96T88,69,0.218,0.0113043478260869,0.218,0.0113043478260869,518.907,115.13831884057971,141
P40313,13,0.27,0.0554615384615384,0.27,0.0554615384615384,138.044,88.99238461538462,40
Q15475,23,0.758,0.0804782608695652,0.758,0.0804782608695652,226.652,105.83865217391303,2
O60218,23,0.969,0.0426086956521739,0.969,0.0426086956521739,624.193,106.96726086956524,207
O00562,97,0.694,0.0146082474226804,0.694,0.0146082474226804,1223.996,131.55022680412375,2
Q04771,37,0.56,0.0178378378378378,0.56,0.0178378378378378,304.52,95.41167567567568,2358
Q8TF72,138,0.289,0.0035434782608695,0.289,0.0035434782608695,604.353,113.6335072463768,1
P04035,75,0.912,0.0348933333333333,0.912,0.0348933333333333,574.047,111.90658666666668,1373
P51648,32,0.922,0.03078125,0.922,0.03078125,223.685,101.70625,2
Q96LD8,15,0.514,0.0823333333333333,0.514,0.0823333333333333,163.372,88.25753333333334,1263
Q9UH17,30,0.459,0.0211333333333333,0.459,0.0211333333333333,186.226,101.20346666666664,8
O15164,91,0.61,0.010087912087912,0.61,0.010087912087912,476.656,110.45953846153849,1551
Q9NWM8,18,0.529,0.0687777777777777,0.529,0.0687777777777777,130.945,81.7906111111111,1
Q3MHD2,16,0.22,0.017375,0.22,0.017375,230.073,105.5093125,3
Q92583,7,0.4,0.1142857142857143,0.4,0.1142857142857143,156.775,99.25942857142856,10
Q9NZJ5,91,0.32,0.013076923076923,0.32,0.013076923076923,549.599,133.73065934065937,480
P57764,44,0.937,0.0515454545454545,0.937,0.0515454545454545,421.816,113.30643181818182,6
Q8IYS0,54,0.506,0.0121666666666666,0.506,0.0121666666666666,360.757,105.84533333333331,1
P46721,57,0.881,0.0278245614035087,0.881,0.0278245614035087,509.835,137.48050877192983,73
Q96I25,35,0.44,0.0235142857142857,0.44,0.0235142857142857,291.413,100.47005714285716,12
Q16518,37,1.0,0.030054054054054,1.0,0.030054054054054,461.22,99.48705405405406,
P07333,75,0.453,0.01184,0.453,0.01184,987.064,134.94293333333331,4857
Q86W47,16,0.677,0.093875,0.677,0.093875,168.084,84.7668125,7
Q7Z2T5,66,0.23,0.0106515151515151,0.23,0.0106515151515151,486.274,102.14686363636363,1
Q9Y4B6,120,0.756,0.0134916666666666,0.756,0.0134916666666666,664.119,126.2585833333333,49
O75914,40,0.472,0.0315,0.472,0.0315,766.342,124.2562,948
P58215,62,0.4,0.0108064516129032,0.4,0.0108064516129032,396.711,124.3889838709678,29
P11413,42,0.952,0.0467857142857142,0.952,0.0467857142857142,303.845,120.74880952380953,729
P51649,31,0.39,0.0221935483870967,0.39,0.0221935483870967,238.358,96.36490322580644,19
Q96F10,11,0.196,0.0242727272727272,0.196,0.0242727272727272,556.09,159.02145454545453,6
P08151,50,0.884,0.0518999999999999,0.884,0.0518999999999999,303.529,113.14437999999998,109
P62910,16,0.26,0.045625,0.26,0.045625,189.953,107.4865625,
P48637,31,0.716,0.0493870967741935,0.716,0.0493870967741935,444.353,93.8956451612903,1
Q15363,18,0.339,0.0307777777777777,0.339,0.0307777777777777,233.19,98.40105555555554,1
Q9NZ45,11,0.304,0.0324545454545454,0.304,0.0324545454545454,124.337,88.312,119
P16410,16,0.719,0.1153124999999999,0.719,0.1153124999999999,104.175,76.20118749999999,1
Q5JRX3,86,0.554,0.0197790697674418,0.554,0.0197790697674418,446.235,102.74968604651164,59
Q9UBS4,31,0.863,0.042774193548387,0.863,0.042774193548387,411.001,113.88551612903224,1
Q9H3N1,14,0.227,0.0225,0.227,0.0225,133.446,87.33835714285715,3
P18054,39,0.899,0.0286410256410256,0.899,0.0286410256410256,496.874,113.090641025641,3028
Q9NYJ8,45,0.581,0.0260444444444444,0.581,0.0260444444444444,325.715,99.5314,1
Q99684,22,0.353,0.0250454545454545,0.353,0.0250454545454545,265.959,120.05768181818183,1
P42766,8,0.327,0.072125,0.327,0.072125,154.19,98.891875,2
Q6PKC3,88,0.233,0.0089204545454545,0.233,0.0089204545454545,591.271,120.92436363636368,2
Q9NPC1,28,0.954,0.0445714285714285,0.954,0.0445714285714285,319.607,100.06550000000004,153
Q10981,16,0.655,0.0922499999999999,0.655,0.0922499999999999,199.166,102.78356250000004,2
Q5XXA6,89,0.933,0.0510224719101123,0.933,0.0510224719101123,795.358,134.3413707865169,429
P21675,159,0.989,0.0116603773584905,0.989,0.0116603773584905,788.385,125.68296855345912,286
O14646,148,0.332,0.0098648648648648,0.332,0.0098648648648648,672.939,125.06674324324322,57
Q96T53,34,0.947,0.0876764705882352,0.947,0.0876764705882352,298.002,117.14161764705884,368
Q14C86,107,0.623,0.0136542056074766,0.623,0.0136542056074766,1049.02,135.02973831775702,2
P30405,11,0.168,0.0197272727272727,0.168,0.0197272727272727,153.125,102.72027272727271,43
P10588,28,0.868,0.0368214285714285,0.868,0.0368214285714285,239.44,101.78121428571428,2
O75676,59,0.839,0.0388813559322033,0.839,0.0388813559322033,846.575,147.30132203389832,1213
P36776,75,0.542,0.01764,0.542,0.01764,653.473,112.30438666666667,26
Q9NY64,40,0.738,0.039675,0.738,0.039675,544.499,115.055175,4
P40967,38,0.177,0.0161315789473684,0.177,0.0161315789473684,229.034,105.7224210526316,
Q9NS00,26,0.284,0.0126153846153846,0.284,0.0126153846153846,228.242,99.6625,3
Q9NRP0,7,0.385,0.0682857142857143,0.385,0.0682857142857143,132.581,86.09314285714285,2
P27708,133,0.989,0.0338496240601503,0.989,0.0338496240601503,368.223,112.88609022556392,28
A6NHR9,150,0.63,0.0104266666666666,0.63,0.0104266666666666,595.991,120.70334000000004,1
Q9UP38,47,0.82,0.0654255319148936,0.82,0.0654255319148936,710.73,134.93617021276594,60
P54802,54,0.539,0.0382037037037036,0.539,0.0382037037037036,246.505,86.76757407407405,4
Q969N4,24,0.826,0.0692083333333333,0.826,0.0692083333333333,559.773,133.28191666666666,2
Q9NPE3,5,0.257,0.053,0.257,0.053,182.464,101.7714,1
Q9Y678,64,0.728,0.01546875,0.728,0.01546875,429.278,114.47545312500004,3
O43447,11,0.125,0.0266363636363636,0.125,0.0266363636363636,121.577,99.88563636363637,2
O95864,35,0.93,0.0579142857142856,0.93,0.0579142857142856,424.053,113.94214285714288,101
Q9BRX8,21,0.658,0.0755714285714285,0.658,0.0755714285714285,149.945,81.48080952380951,2
P55060,81,0.286,0.0181234567901234,0.286,0.0181234567901234,376.96,116.41135802469132,3
P29474,85,0.741,0.0351647058823529,0.741,0.0351647058823529,1525.786,158.57821176470586,1228
Q8WUY1,20,0.533,0.05575,0.533,0.05575,223.029,97.49209999999998,2
P01569,11,0.366,0.056,0.366,0.056,251.481,104.89290909090909,
O94966,93,0.45,0.0165806451612903,0.45,0.0165806451612903,1136.812,135.80520430107524,716
P08238,68,0.304,0.0115735294117647,0.304,0.0115735294117647,316.179,108.0353088235294,1095
P62847,11,0.45,0.0608181818181818,0.45,0.0608181818181818,137.668,91.09227272727271,2
Q13093,38,0.963,0.1063421052631578,0.963,0.1063421052631578,378.217,123.99002631578942,556
Q9BWM7,22,0.395,0.0472727272727272,0.395,0.0472727272727272,515.933,124.27845454545454,1
P08134,10,0.632,0.0801,0.632,0.0801,252.279,104.0452,1
Q9Y2Q9,9,0.176,0.0246666666666666,0.176,0.0246666666666666,171.812,90.6992222222222,1
P06702,4,0.212,0.09,0.212,0.09,100.989,80.05825,59
P53396,70,0.48,0.0218571428571428,0.48,0.0218571428571428,653.302,120.88951428571426,770
P39656,26,0.381,0.036,0.381,0.036,203.128,94.9091153846154,14
Q8TAX0,16,0.213,0.0143749999999999,0.213,0.0143749999999999,665.318,121.05675,35
P08123,50,0.803,0.02208,0.803,0.02208,324.36,102.64078,1
Q96I36,2,0.423,0.2145,0.423,0.2145,177.97,138.1905,1
O14717,31,0.281,0.0236451612903225,0.281,0.0236451612903225,288.348,95.89332258064516,71
Q8TDS4,31,0.553,0.0680645161290322,0.553,0.0680645161290322,215.279,91.40470967741938,1014
Q16555,31,0.755,0.0428064516129031,0.755,0.0428064516129031,310.123,101.11503225806452,3
O75475,36,0.492,0.0152777777777777,0.492,0.0152777777777777,202.565,108.84102777777778,26
Q9UBV8,20,0.685,0.0619499999999999,0.685,0.0619499999999999,620.137,137.86700000000002,5
O75881,38,0.868,0.0564736842105263,0.868,0.0564736842105263,343.882,102.29099999999995,3
P30679,20,0.948,0.0784999999999999,0.948,0.0784999999999999,326.537,124.6236,
P50395,37,0.792,0.0447567567567567,0.792,0.0447567567567567,141.6,78.65637837837836,2
Q6E213,22,0.674,0.0354090909090909,0.674,0.0354090909090909,336.265,107.13172727272728,15
P61011,43,0.997,0.0374651162790697,0.997,0.0374651162790697,929.251,130.0977674418605,2
P42356,199,0.787,0.0097587939698492,0.787,0.0097587939698492,1111.603,123.96942713567844,243
P63146,9,0.129,0.0236666666666666,0.129,0.0236666666666666,130.265,87.87411111111109,11
Q8WZA1,53,0.694,0.0146226415094339,0.694,0.0146226415094339,313.056,102.9984150943396,3
P45974,70,0.484,0.0203285714285714,0.484,0.0203285714285714,755.674,136.0882142857143,126
Q92905,28,0.465,0.0491071428571428,0.465,0.0491071428571428,319.322,112.79221428571428,129
P62256,17,0.282,0.0204117647058823,0.282,0.0204117647058823,141.573,80.30411764705883,1
P50135,18,0.624,0.035,0.624,0.035,446.745,105.94727777777778,10
Q8N1G4,54,0.656,0.0192592592592592,0.656,0.0192592592592592,240.263,94.36329629629633,2
Q15329,17,0.256,0.0304117647058823,0.256,0.0304117647058823,203.109,93.6320588235294,
O15118,95,0.97,0.0328631578947368,0.97,0.0328631578947368,450.176,121.34290526315785,18701
Q9UHH9,38,0.857,0.0254473684210526,0.857,0.0254473684210526,570.388,130.06078947368425,66
Q9UHR5,21,0.556,0.0728095238095238,0.556,0.0728095238095238,211.47,109.74200000000002,1
Q9UHD9,51,0.907,0.0510392156862744,0.907,0.0510392156862744,385.288,102.95762745098044,1
O75907,41,0.796,0.0371463414634146,0.796,0.0371463414634146,525.851,125.79153658536586,1595
P10145,10,0.412,0.0628,0.412,0.0628,229.322,110.0904,540
Q8TCD5,10,0.617,0.0625,0.617,0.0625,332.64,109.8522,2
Q52WX2,30,0.44,0.0180666666666666,0.44,0.0180666666666666,284.977,111.33653333333336,276
Q9UPP1,70,0.532,0.0111,0.532,0.0111,368.448,116.5184,136
Q9NX24,8,0.26,0.039375,0.26,0.039375,144.115,87.76250000000002,1
Q9P0S9,11,0.321,0.0333636363636363,0.321,0.0333636363636363,192.988,93.31527272727271,1
P05543,35,0.938,0.0303999999999999,0.938,0.0303999999999999,251.361,95.32782857142858,16
Q9HD26,43,0.553,0.0224418604651162,0.553,0.0224418604651162,1204.658,129.13574418604654,34
P35269,39,0.258,0.0233846153846153,0.258,0.0233846153846153,184.253,97.47297435897435,1
Q53GL7,80,0.695,0.0150499999999999,0.695,0.0150499999999999,295.913,115.3448625,264
O43920,10,0.531,0.0554,0.531,0.0554,198.367,123.44450000000002,
Q86VF5,20,0.775,0.0401,0.775,0.0401,424.079,96.2138,1
P06737,59,0.779,0.0629830508474575,0.779,0.0629830508474575,347.981,110.4917627118644,818
Q15785,28,0.152,0.0106428571428571,0.152,0.0106428571428571,267.827,108.0393214285714,4
P61313,17,0.655,0.0967058823529411,0.655,0.0967058823529411,163.616,91.07229411764705,2
Q01105,28,0.532,0.0466428571428571,0.532,0.0466428571428571,281.751,112.4345,3
O75310,40,0.958,0.0426749999999999,0.958,0.0426749999999999,419.649,103.06805,
P20962,8,0.338,0.0455,0.338,0.0455,111.422,84.95850000000002,1
Q9UN88,50,0.084,0.00596,0.084,0.00596,471.559,123.56364000000004,
Q8N6M0,24,0.922,0.0498333333333333,0.922,0.0498333333333333,180.686,99.53358333333333,3
Q9H4Q3,33,0.041,0.004060606060606,0.041,0.004060606060606,842.226,167.1541515151515,1
P48058,77,0.175,0.0101688311688311,0.175,0.0101688311688311,415.773,117.72346753246757,154
P00488,43,0.774,0.0249999999999999,0.774,0.0249999999999999,530.946,118.59686046511628,252
Q99828,15,0.568,0.0512,0.568,0.0512,283.497,130.45653333333337,35
O60729,33,0.179,0.008090909090909,0.179,0.008090909090909,297.612,103.7421818181818,9
P13612,90,0.57,0.0114555555555555,0.57,0.0114555555555555,548.07,105.97838888888889,182
Q8TF01,69,0.903,0.0178550724637681,0.903,0.0178550724637681,284.136,101.4452463768116,1
P46777,22,0.403,0.0358636363636363,0.403,0.0358636363636363,263.414,109.03572727272729,2
P22459,57,0.325,0.020719298245614,0.325,0.020719298245614,1197.171,136.3168596491228,24
P02144,10,0.959,0.0963,0.959,0.0963,250.913,97.9308,4
P35499,166,0.987,0.0246927710843373,0.987,0.0246927710843373,509.663,115.67666867469872,448
Q07955,13,0.231,0.040076923076923,0.231,0.040076923076923,196.255,104.88453846153848,4
P00352,29,0.604,0.0218620689655172,0.604,0.0218620689655172,360.198,103.40755172413792,76084
O43613,47,0.908,0.0487446808510638,0.908,0.0487446808510638,215.15,96.99604255319146,8181
Q9P286,44,0.25,0.0171590909090909,0.25,0.0171590909090909,381.006,110.11722727272728,1077
Q96T37,65,0.915,0.0276615384615384,0.915,0.0276615384615384,324.871,102.90155384615387,1
Q9NRF9,11,0.848,0.1097272727272727,0.848,0.1097272727272727,217.876,105.72654545454547,2
P06213,106,0.62,0.0066981132075471,0.62,0.0066981132075471,631.666,108.95819811320754,4078
Q9ULG1,173,0.466,0.0083179190751445,0.466,0.0083179190751445,1108.437,117.24506358381504,1
P15313,33,0.299,0.0123636363636363,0.299,0.0123636363636363,330.1,108.92033333333332,5
Q8TCT8,37,0.998,0.1047837837837837,0.998,0.1047837837837837,1123.94,164.02897297297292,34
O95271,94,0.803,0.0196382978723404,0.803,0.0196382978723404,549.207,119.02595744680852,1218
Q68DU8,36,0.479,0.03675,0.479,0.03675,182.853,101.3522777777778,4
Q92731,39,0.834,0.0236153846153846,0.834,0.0236153846153846,376.226,108.27810256410258,5209
Q00534,22,0.36,0.0265,0.36,0.0265,204.856,116.72045454545454,1801
Q8NI27,120,0.813,0.0200416666666666,0.813,0.0200416666666666,487.831,114.43410833333336,2
Q6GMR7,35,0.975,0.0306571428571428,0.975,0.0306571428571428,839.263,121.42091428571432,6
Q13162,20,0.348,0.04705,0.348,0.04705,169.945,93.04385,9
P19544,21,0.618,0.0331904761904761,0.618,0.0331904761904761,242.835,109.80652380952382,
O60391,82,0.447,0.013,0.447,0.013,564.771,115.04902439024391,
Q9NYW7,33,0.974,0.054121212121212,0.974,0.054121212121212,299.235,107.64751515151518,13
O95644,52,0.108,0.0111538461538461,0.108,0.0111538461538461,283.636,102.26913461538462,61
P13591,51,0.448,0.0141764705882352,0.448,0.0141764705882352,217.9,89.7822941176471,1
Q86Y39,7,0.843,0.1672857142857142,0.843,0.1672857142857142,230.941,124.02057142857144,
Q9H3H5,29,0.82,0.0784827586206896,0.82,0.0784827586206896,328.827,110.9484827586207,11
Q9BYJ9,15,0.477,0.0479333333333333,0.477,0.0479333333333333,183.145,93.39986666666668,4
Q15404,15,0.176,0.0286666666666666,0.176,0.0286666666666666,162.816,89.30586666666666,1
Q9BZ11,62,0.7,0.0133387096774193,0.7,0.0133387096774193,846.783,141.17909677419354,12
P05106,63,0.769,0.0217301587301587,0.769,0.0217301587301587,345.913,114.02138095238097,1
Q8N2W9,37,0.022,0.0016216216216216,0.022,0.0016216216216216,745.232,116.57505405405404,1
P41181,22,0.622,0.0874999999999999,0.622,0.0874999999999999,174.794,98.42809090909093,4
P62826,18,0.139,0.0136666666666666,0.139,0.0136666666666666,200.367,114.54777777777775,247
O43704,17,0.998,0.0600588235294117,0.998,0.0600588235294117,328.783,101.8904705882353,8
O75874,25,0.662,0.02932,0.662,0.02932,186.884,89.3142,39616
P28070,15,0.051,0.0064666666666666,0.051,0.0064666666666666,459.47,122.8848,9
Q8IZK6,46,0.791,0.0286521739130434,0.791,0.0286521739130434,730.644,116.76821739130438,38
P48551,29,0.486,0.0364482758620689,0.486,0.0364482758620689,222.445,98.6861379310345,
O94776,53,0.86,0.0496792452830188,0.86,0.0496792452830188,262.79,114.498,1
Q6P4F1,47,0.38,0.0176382978723404,0.38,0.0176382978723404,382.209,103.71187234042551,22
P07288,17,0.114,0.0144117647058823,0.114,0.0144117647058823,356.786,115.47099999999998,132
Q9HAZ1,29,0.268,0.014551724137931,0.268,0.014551724137931,727.229,152.57096551724138,2950
P07237,40,0.535,0.016175,0.535,0.016175,322.161,124.48592500000002,487
P00813,21,0.912,0.0456666666666666,0.912,0.0456666666666666,221.803,96.68971428571427,274
Q86SQ4,93,0.958,0.017268817204301,0.958,0.017268817204301,1100.442,121.88292473118275,2
P61247,13,0.847,0.0762307692307692,0.847,0.0762307692307692,256.3,104.71276923076924,2
P55087,21,0.907,0.1404285714285713,0.907,0.1404285714285713,246.258,94.97566666666668,11
Q8N7H5,44,0.21,0.011,0.21,0.011,287.571,114.64665909090908,1
Q9H9E3,58,0.524,0.0369482758620689,0.524,0.0369482758620689,360.282,102.45989655172411,4
Q14576,25,0.308,0.03452,0.308,0.03452,597.822,143.28876,6
Q92542,46,0.432,0.0288260869565217,0.432,0.0288260869565217,259.342,97.12563043478258,3
Q9UGI6,51,0.695,0.0328431372549019,0.695,0.0328431372549019,276.577,102.1480980392157,84
P34741,13,0.84,0.1305384615384615,0.84,0.1305384615384615,242.317,106.35307692307694,1
P35354,41,0.984,0.0269512195121951,0.984,0.0269512195121951,573.056,125.25782926829272,9137
P15813,29,0.937,0.0625862068965517,0.937,0.0625862068965517,302.012,105.85913793103448,17
P03886,27,0.85,0.0889999999999999,0.85,0.0889999999999999,257.741,98.56825925925926,1
P14060,25,0.042,0.00244,0.042,0.00244,677.678,108.68756,15
P19099,35,1.0,0.0366857142857142,1.0,0.0366857142857142,766.256,119.9422857142857,2450
Q15139,64,0.986,0.0202968749999999,0.986,0.0202968749999999,572.996,133.46193749999998,1254
P82979,30,0.321,0.0183,0.321,0.0183,207.685,92.43656666666668,1
Q9Y2R5,8,0.443,0.085875,0.443,0.085875,150.307,86.407,2
P16615,80,0.921,0.0331624999999999,0.921,0.0331624999999999,444.051,125.10774999999998,57
Q96QK1,68,0.601,0.0194558823529411,0.601,0.0194558823529411,277.512,91.73127941176466,6
Q9HBY0,43,0.994,0.078813953488372,0.994,0.078813953488372,610.715,134.8956511627907,8
P49585,31,0.349,0.0468064516129032,0.349,0.0468064516129032,236.592,94.9752258064516,113
Q04206,35,0.746,0.0244571428571428,0.746,0.0244571428571428,289.116,96.97480000000004,448
Q6DD88,36,0.884,0.0646944444444444,0.884,0.0646944444444444,217.399,99.22766666666668,2
Q15631,17,0.687,0.0446470588235294,0.687,0.0446470588235294,140.154,87.22200000000002,3
Q16620,55,0.251,0.01,0.251,0.01,927.509,127.12352727272727,2647
Q07001,39,0.473,0.0187179487179487,0.473,0.0187179487179487,452.177,106.0137435897436,7
Q9H6P5,27,0.358,0.0218148148148148,0.358,0.0218148148148148,218.845,99.5692962962963,21
Q5T280,32,0.264,0.02784375,0.264,0.02784375,398.979,117.79193750000002,1
Q05BR4,22,0.982,0.1054545454545454,0.982,0.1054545454545454,532.506,151.54954545454544,24
O60551,39,0.993,0.0335897435897435,0.993,0.0335897435897435,286.416,107.20915384615384,50
Q92993,37,0.033,0.0036486486486486,0.033,0.0036486486486486,1000.892,137.43597297297296,536
Q9Y2T2,28,0.241,0.01375,0.241,0.01375,483.514,101.36717857142855,1
Q92600,25,0.615,0.0631599999999999,0.615,0.0631599999999999,205.191,94.10428,4
P21980,57,0.575,0.0358421052631578,0.575,0.0358421052631578,250.695,98.36764912280704,786
O75934,17,0.42,0.0830588235294117,0.42,0.0830588235294117,177.4,98.62047058823528,2
Q3MJ16,69,0.866,0.032159420289855,0.866,0.032159420289855,519.029,120.0492463768116,1
P08319,19,0.679,0.0515263157894736,0.679,0.0515263157894736,206.511,119.72684210526316,23
Q5JUX0,20,0.402,0.0328,0.402,0.0328,391.767,131.75525,4
P36404,12,0.144,0.0413333333333333,0.144,0.0413333333333333,148.333,83.59183333333334,1
P00966,25,0.611,0.0429599999999999,0.611,0.0429599999999999,340.469,110.58743999999996,2
P18077,8,0.084,0.018375,0.084,0.018375,166.697,91.285,2
P19113,50,0.707,0.0368799999999999,0.707,0.0368799999999999,348.535,108.05472000000002,1
P25705,36,0.409,0.0337777777777777,0.409,0.0337777777777777,306.818,108.07302777777778,5
O00139,60,0.123,0.0055333333333333,0.123,0.0055333333333333,518.449,120.68318333333336,1
Q8IWR1,44,0.783,0.036590909090909,0.783,0.036590909090909,265.123,98.01075000000002,1
O75106,56,0.528,0.0138571428571428,0.528,0.0138571428571428,437.813,97.76205357142858,173
P52888,57,0.185,0.0117894736842105,0.185,0.0117894736842105,834.021,128.45938596491226,6
P48556,29,0.886,0.0327241379310344,0.886,0.0327241379310344,346.165,99.14520689655174,2
Q13573,54,0.569,0.0281296296296296,0.569,0.0281296296296296,384.706,102.77001851851853,1
Q9H5Q4,26,0.304,0.0154615384615384,0.304,0.0154615384615384,643.678,112.51984615384616,1
Q8IZF7,60,0.985,0.0593333333333332,0.985,0.0593333333333332,429.794,124.16281666666669,2
P49257,53,0.92,0.019377358490566,0.92,0.019377358490566,866.446,120.15716981132074,1
Q86UP2,113,0.91,0.0228761061946902,0.91,0.0228761061946902,397.967,97.28453982300884,2
O75343,42,0.38,0.0198095238095238,0.38,0.0198095238095238,357.374,124.469,
Q14520,40,0.766,0.0388249999999999,0.766,0.0388249999999999,1254.953,119.37180000000004,1
Q8IUR0,17,0.532,0.0506470588235294,0.532,0.0506470588235294,356.068,98.92205882352944,1
P46527,8,0.131,0.03275,0.131,0.03275,122.96,90.134875,4
Q9C0A0,98,0.879,0.0156734693877551,0.879,0.0156734693877551,555.346,128.7251224489796,
Q07065,61,0.838,0.0278032786885245,0.838,0.0278032786885245,220.325,96.50726229508194,7
Q99615,34,0.011,0.0012647058823529,0.011,0.0012647058823529,743.147,114.7870882352941,4
P21583,32,0.574,0.0472187499999999,0.574,0.0472187499999999,290.953,105.95684375,1
P21549,23,0.663,0.0382608695652173,0.663,0.0382608695652173,160.032,91.18339130434786,21
P60059,5,0.349,0.1624,0.349,0.1624,100.993,66.58680000000001,1
Q14203,105,0.341,0.0106,0.341,0.0106,826.172,97.79406666666668,1
A6NHL2,36,0.616,0.0366666666666666,0.616,0.0366666666666666,353.859,107.845,
Q6ZXV5,62,0.981,0.024758064516129,0.981,0.024758064516129,501.357,105.14019354838707,1
P08620,15,0.382,0.0440666666666666,0.382,0.0440666666666666,173.88,104.13866666666664,3
P78371,39,0.762,0.0217692307692307,0.762,0.0217692307692307,393.99,96.38171794871796,3
Q96RJ0,27,0.734,0.0431851851851851,0.734,0.0431851851851851,342.535,128.47244444444445,848
Q14094,31,0.786,0.0513548387096773,0.786,0.0513548387096773,333.678,108.89716129032256,1
Q9BTY2,23,0.492,0.0506521739130434,0.492,0.0506521739130434,134.062,83.84304347826085,3
P05026,23,0.763,0.0350434782608695,0.763,0.0350434782608695,390.247,100.48060869565218,2
P07477,12,0.463,0.0418333333333333,0.463,0.0418333333333333,164.141,96.33266666666668,2160
Q9UFC0,39,0.864,0.0396923076923076,0.864,0.0396923076923076,372.74,114.74156410256408,1
Q92643,28,0.683,0.036,0.683,0.036,264.204,93.02775,2
P28347,36,0.99,0.0301944444444444,0.99,0.0301944444444444,304.917,110.55280555555557,382
O60331,45,0.905,0.0482888888888888,0.905,0.0482888888888888,406.737,128.4002,392
O95696,90,0.331,0.0083,0.331,0.0083,487.258,132.19660000000005,172
O60925,16,0.29,0.0395,0.29,0.0395,118.336,83.05112499999998,1
P22830,27,0.982,0.0408888888888888,0.982,0.0408888888888888,570.647,119.41648148148148,645
P00746,15,0.323,0.0352666666666666,0.323,0.0352666666666666,232.853,96.0176,4573
Q9H773,12,0.768,0.0853333333333333,0.768,0.0853333333333333,250.379,108.00408333333333,479
P30046,4,0.241,0.06425,0.241,0.06425,99.488,78.7565,13
O95237,19,0.745,0.0849473684210526,0.745,0.0849473684210526,358.597,122.73678947368424,3
Q16254,23,0.143,0.014,0.143,0.014,304.611,118.68373913043476,
P07949,96,0.015,0.0010729166666666,0.015,0.0010729166666666,862.875,124.45078124999998,6586
O15553,47,0.952,0.021595744680851,0.952,0.021595744680851,623.499,112.27402127659578,1
P31327,88,0.987,0.0475340909090908,0.987,0.0475340909090908,596.783,106.94419318181814,33
P30876,90,0.852,0.0204555555555555,0.852,0.0204555555555555,501.3,111.6952333333333,2
Q96RU8,39,0.669,0.0288974358974358,0.669,0.0288974358974358,308.824,102.4249487179487,1
Q9NV70,70,0.087,0.0053428571428571,0.087,0.0053428571428571,471.404,108.7520714285714,2
Q9NY59,45,0.81,0.0337999999999999,0.81,0.0337999999999999,530.209,130.0584888888889,172
Q8WXS5,28,0.941,0.0866785714285714,0.941,0.0866785714285714,441.478,124.07560714285714,
O15382,36,0.4,0.0447222222222221,0.4,0.0447222222222221,192.581,90.48508333333332,141
O15067,87,0.455,0.0150344827586206,0.455,0.0150344827586206,358.553,115.58635632183908,2
P51828,101,0.956,0.037079207920792,0.956,0.037079207920792,577.518,131.90771287128712,
P23141,34,0.963,0.0328235294117646,0.963,0.0328235294117646,264.003,96.12917647058823,686
P05160,48,0.383,0.020625,0.383,0.020625,332.013,114.94608333333332,5
O00560,26,0.189,0.0159230769230769,0.189,0.0159230769230769,551.961,158.74026923076923,17
Q9UBM7,35,0.989,0.0343714285714285,0.989,0.0343714285714285,661.22,131.25288571428572,24
O00483,7,0.411,0.104,0.411,0.104,111.999,88.4587142857143,4
P50391,35,0.975,0.0571999999999999,0.975,0.0571999999999999,427.757,109.28274285714284,348
P33552,6,0.162,0.0488333333333333,0.162,0.0488333333333333,181.064,105.60983333333331,1
P00750,39,0.178,0.016025641025641,0.178,0.016025641025641,719.585,126.84182051282052,1451
P43626,22,0.73,0.0584545454545454,0.73,0.0584545454545454,191.441,97.98859090909092,
P27695,22,0.649,0.0359090909090909,0.649,0.0359090909090909,118.301,83.51727272727274,37001
O75964,4,0.628,0.23975,0.628,0.23975,178.355,100.21125,2
