UniProt,PocketCount,MaxScore,MeanScore,MaxDruggability,MeanDruggability,MaxSASA,MeanSASA
Q16719,32,0.418,0.0281875,0.418,0.0281875,241.439,110.70693749999998
P35414,25,0.304,0.02612,0.304,0.02612,450.693,120.85452000000001
Q7Z4W1,19,0.588,0.07152631578947369,0.588,0.07152631578947369,265.66,87.74463157894738
P36957,28,0.808,0.032857142857142856,0.808,0.032857142857142856,314.922,99.76671428571426
Q8N8A2,62,0.452,0.016258064516129028,0.452,0.016258064516129028,335.804,91.27091935483871
Q12879,111,0.726,0.011603603603603603,0.726,0.011603603603603603,358.187,111.37965765765765
Q9HCP0,27,0.049,0.0032592592592592595,0.049,0.0032592592592592595,787.58,116.83514814814814
Q01449,9,0.622,0.07011111111111111,0.622,0.07011111111111111,175.451,104.21544444444447
P51858,18,0.306,0.017944444444444443,0.306,0.017944444444444443,137.403,91.95033333333333
P57058,45,0.801,0.022288888888888893,0.801,0.022288888888888893,881.49,138.67477777777776
Q9UKF6,45,0.819,0.023355555555555525,0.819,0.023355555555555525,268.522,106.54500000000003
Q93088,29,0.658,0.05682758620689652,0.658,0.05682758620689652,231.378,124.245
P22061,13,0.364,0.07176923076923077,0.364,0.07176923076923077,235.775,101.23423076923076
P27144,12,0.171,0.027250000000000007,0.171,0.027250000000000007,806.637,150.023
P42574,14,0.205,0.03921428571428571,0.205,0.03921428571428571,272.862,112.69535714285715
P17936,20,0.651,0.0721,0.651,0.0721,378.915,118.49245
O75935,12,0.442,0.09916666666666667,0.442,0.09916666666666667,147.881,78.13699999999999
Q92844,13,0.437,0.06976923076923076,0.437,0.06976923076923076,118.782,93.82315384615387
P06732,30,0.517,0.023100000000000002,0.517,0.023100000000000002,248.127,98.52296666666668
Q9H3L0,21,0.159,0.017190476190476194,0.159,0.017190476190476194,335.672,120.72309523809524
Q9HB58,65,0.507,0.0178,0.507,0.0178,603.481,129.95715384615386
P34998,40,0.854,0.05614999999999996,0.854,0.05614999999999996,246.773,100.49752500000002
P43354,40,0.801,0.021125,0.801,0.021125,427.007,100.142025
Q14186,32,0.168,0.015281250000000003,0.168,0.015281250000000003,694.537,130.2285
P16070,26,0.65,0.02688461538461539,0.65,0.02688461538461539,224.727,102.49461538461537
P29992,25,0.785,0.07019999999999998,0.785,0.07019999999999998,304.273,117.92024000000004
Q8IUC8,45,0.617,0.01657777777777778,0.617,0.01657777777777778,214.715,88.80928888888887
P29972,11,0.898,0.11918181818181814,0.898,0.11918181818181814,850.009,181.7722727272727
Q6R6M4,41,0.041,0.0019512195121951224,0.041,0.0019512195121951224,1456.661,163.82231707317072
P09923,30,0.352,0.03136666666666667,0.352,0.03136666666666667,317.482,92.93199999999999
Q92876,17,0.44,0.032058823529411765,0.44,0.032058823529411765,199.24,111.59941176470589
P60893,31,0.942,0.04596774193548382,0.942,0.04596774193548382,261.051,99.93680645161291
Q9Y3B9,21,0.557,0.06299999999999999,0.557,0.06299999999999999,208.595,102.98566666666669
Q9BXS5,32,0.302,0.022437500000000003,0.302,0.022437500000000003,401.291,94.8774375
Q12907,20,0.218,0.022750000000000003,0.218,0.022750000000000003,226.886,106.8769
P32881,14,0.538,0.09185714285714283,0.538,0.09185714285714283,115.235,85.64864285714286
P61160,27,0.851,0.03322222222222222,0.851,0.03322222222222222,278.119,90.8918888888889
Q9BZJ7,26,0.957,0.09599999999999999,0.957,0.09599999999999999,511.231,117.37973076923075
P48067,48,0.69,0.03685416666666667,0.69,0.03685416666666667,401.218,112.43304166666665
P32754,32,0.55,0.043249999999999976,0.55,0.043249999999999976,185.842,100.901625
P08311,13,0.202,0.018076923076923077,0.202,0.018076923076923077,250.163,112.26515384615384
Q96K37,25,0.917,0.06023999999999997,0.917,0.06023999999999997,699.06,134.56132000000002
P15248,9,0.321,0.06355555555555555,0.321,0.06355555555555555,135.256,83.55244444444445
Q9H3Z4,11,0.341,0.04118181818181819,0.341,0.04118181818181819,124.835,98.993
Q9UHF0,7,0.352,0.055714285714285716,0.352,0.055714285714285716,142.355,102.86042857142859
O75173,68,0.434,0.008823529411764707,0.434,0.008823529411764707,777.268,122.21229411764703
P16118,37,0.91,0.04121621621621619,0.91,0.04121621621621619,803.608,112.82945945945943
P18031,27,0.465,0.053518518518518514,0.465,0.053518518518518514,394.576,114.42192592592593
O60911,20,0.707,0.05159999999999999,0.707,0.05159999999999999,160.783,86.31415000000001
P02765,20,0.274,0.018349999999999998,0.274,0.018349999999999998,543.158,118.15795
P49411,32,0.605,0.03709374999999998,0.605,0.03709374999999998,260.716,100.2920625
Q9UEF7,63,0.696,0.04295238095238092,0.696,0.04295238095238092,252.334,94.2526507936508
Q5EB52,19,0.67,0.06794736842105263,0.67,0.06794736842105263,244.532,94.77915789473684
O95622,109,0.943,0.014990825688073396,0.943,0.014990825688073396,2231.601,141.76749541284397
Q96EZ8,22,0.182,0.012863636363636365,0.182,0.012863636363636365,270.617,109.77318181818183
O43169,14,0.943,0.06842857142857142,0.943,0.06842857142857142,276.442,103.70807142857144
Q9P296,21,0.714,0.09519047619047616,0.714,0.09519047619047616,347.227,126.13399999999999
P51654,48,0.328,0.02452083333333333,0.328,0.02452083333333333,790.941,139.48089583333334
Q9NRG9,40,0.129,0.015025,0.129,0.015025,355.168,118.884125
Q13115,24,0.096,0.009333333333333334,0.096,0.009333333333333334,606.773,145.0305833333333
O00754,61,0.385,0.02360655737704918,0.385,0.02360655737704918,627.826,115.0737704918033
P82673,33,0.657,0.0236969696969697,0.657,0.0236969696969697,200.514,98.39851515151514
Q9H2H9,37,0.205,0.02178378378378379,0.205,0.02178378378378379,255.74,101.75694594594596
O95433,22,0.576,0.027772727272727272,0.576,0.027772727272727272,341.104,115.07281818181819
Q8WTS6,21,0.265,0.01823809523809524,0.265,0.01823809523809524,223.636,100.54723809523809
P25774,20,0.13,0.013850000000000001,0.13,0.013850000000000001,241.661,92.68020000000001
Q96B36,12,0.652,0.09316666666666666,0.652,0.09316666666666666,127.45,88.0795
P51957,60,0.798,0.035249999999999976,0.798,0.035249999999999976,427.865,129.70146666666668
Q9Y6M4,32,0.353,0.01559375,0.353,0.01559375,505.96,115.79581249999998
P78325,59,0.288,0.008508474576271187,0.288,0.008508474576271187,932.134,121.24422033898303
O75844,53,0.724,0.030396226415094322,0.724,0.030396226415094322,466.812,117.20411320754715
P48995,79,0.913,0.03901265822784808,0.913,0.03901265822784808,702.377,137.04310126582283
Q9BY42,19,0.439,0.05052631578947369,0.439,0.05052631578947369,288.474,118.58173684210529
Q7Z2W9,9,0.272,0.035333333333333335,0.272,0.035333333333333335,106.301,70.84222222222223
Q6VVX0,41,0.971,0.043731707317073154,0.971,0.043731707317073154,257.839,94.26846341463414
Q9Y230,34,0.834,0.031029411764705854,0.834,0.031029411764705854,296.136,99.74720588235296
O75807,33,0.658,0.02351515151515152,0.658,0.02351515151515152,168.579,91.58315151515151
O43707,73,0.408,0.017027397260273965,0.408,0.017027397260273965,380.378,107.44372602739723
O75976,82,0.575,0.029695121951219497,0.575,0.029695121951219497,585.413,122.05437804878049
Q8N5K1,11,0.603,0.09645454545454543,0.603,0.09645454545454543,135.873,88.63554545454546
Q8TBX8,38,0.071,0.005394736842105264,0.071,0.005394736842105264,485.541,105.33918421052631
P25025,34,0.903,0.029117647058823533,0.903,0.029117647058823533,214.13,87.16894117647057
P62857,7,0.128,0.018857142857142857,0.128,0.018857142857142857,90.769,71.7777142857143
P20292,8,0.717,0.14724999999999996,0.717,0.14724999999999996,292.659,111.96625
O94768,37,0.747,0.021,0.747,0.021,439.396,108.15335135135139
Q16539,31,0.494,0.024935483870967747,0.494,0.024935483870967747,263.664,120.85174193548384
P52597,28,0.068,0.005571428571428573,0.068,0.005571428571428573,494.818,112.46921428571429
P15086,18,0.328,0.035611111111111114,0.328,0.035611111111111114,371.028,109.76583333333333
P09619,89,0.134,0.005808988764044944,0.134,0.005808988764044944,555.403,120.49384269662919
Q9UKU6,75,0.989,0.03142666666666665,0.989,0.03142666666666665,566.728,108.09009333333337
P09132,8,0.109,0.028500000000000004,0.109,0.028500000000000004,156.121,100.448
P11717,181,0.973,0.026795580110497222,0.973,0.026795580110497222,1267.345,134.0691546961326
O14867,47,0.464,0.05495744680851061,0.464,0.05495744680851061,297.208,118.26702127659573
Q96S94,27,0.291,0.028000000000000004,0.291,0.028000000000000004,142.801,96.3375185185185
O14843,29,0.666,0.04675862068965517,0.666,0.04675862068965517,269.058,87.90737931034484
Q9UNH5,37,0.617,0.05978378378378375,0.617,0.05978378378378375,376.384,127.65956756756755
P01889,20,0.476,0.04405,0.476,0.04405,373.95,123.19564999999997
P33527,127,0.955,0.018968503937007858,0.955,0.018968503937007858,988.196,115.22976377952759
Q8IZL8,103,0.875,0.017029126213592233,0.875,0.017029126213592233,835.304,136.52915533980584
Q6IQ23,91,0.641,0.01727472527472527,0.641,0.01727472527472527,341.605,120.18781318681322
P0CG29,16,0.475,0.0308125,0.475,0.0308125,181.082,97.156875
P56696,56,0.96,0.042499999999999996,0.96,0.042499999999999996,529.476,127.74073214285714
Q9BYC5,47,0.911,0.02519148936170213,0.911,0.02519148936170213,357.714,112.81008510638299
Q06520,18,0.953,0.09461111111111109,0.953,0.09461111111111109,317.398,107.97794444444445
P03901,4,0.936,0.24275000000000002,0.936,0.24275000000000002,183.278,111.34325
P05111,33,0.65,0.05830303030303029,0.65,0.05830303030303029,332.172,137.8337878787879
Q9H2K8,81,0.26,0.006308641975308642,0.26,0.006308641975308642,1270.057,133.54603703703702
Q13956,3,0.671,0.233,0.671,0.233,293.781,157.52666666666667
Q8TCT0,43,0.667,0.018511627906976746,0.667,0.018511627906976746,745.665,134.31506976744183
O15151,21,0.242,0.015619047619047617,0.242,0.015619047619047617,252.74,108.78376190476192
Q9BZJ3,18,0.25,0.03377777777777777,0.25,0.03377777777777777,584.291,149.0211666666667
P24046,37,0.908,0.025513513513513515,0.908,0.025513513513513515,461.578,110.50813513513515
Q16570,28,0.861,0.10357142857142856,0.861,0.10357142857142856,219.974,108.32782142857141
P54252,32,0.846,0.02675,0.846,0.02675,224.888,91.12203125
P02511,14,0.891,0.07092857142857142,0.891,0.07092857142857142,403.358,132.41142857142856
P17066,51,0.745,0.03525490196078429,0.745,0.03525490196078429,324.024,89.87898039215689
Q9Y696,13,0.342,0.05138461538461539,0.342,0.05138461538461539,187.118,96.17238461538462
Q02809,56,0.809,0.037696428571428554,0.809,0.037696428571428554,405.388,103.18128571428572
Q99732,7,0.445,0.07342857142857143,0.445,0.07342857142857143,295.166,130.49757142857143
P61956,8,0.172,0.023625,0.172,0.023625,156.551,102.12674999999999
P35251,80,0.249,0.007625,0.249,0.007625,704.563,119.27336250000003
Q9Y6Q9,119,0.509,0.017126050420168053,0.509,0.017126050420168053,425.397,100.42048739495802
Q9H910,11,0.396,0.08845454545454545,0.396,0.08845454545454545,244.285,121.45954545454543
Q9BTE3,53,0.67,0.046264150943396185,0.67,0.046264150943396185,213.243,95.38654716981132
Q9BRQ8,20,0.66,0.043550000000000005,0.66,0.043550000000000005,683.682,116.09154999999998
Q07343,50,0.928,0.030299999999999994,0.928,0.030299999999999994,387.261,137.86636000000001
P41226,70,0.713,0.03165714285714284,0.713,0.03165714285714284,489.144,132.10025714285715
O60662,52,0.338,0.027653846153846133,0.338,0.027653846153846133,274.846,97.46801923076924
P07359,38,0.703,0.07073684210526313,0.703,0.07073684210526313,338.427,115.65455263157894
Q9GZV8,37,0.552,0.02648648648648649,0.552,0.02648648648648649,611.193,133.87767567567568
Q15645,34,0.671,0.049617647058823496,0.671,0.049617647058823496,212.91,105.79576470588238
Q96SB4,52,0.914,0.02673076923076923,0.914,0.02673076923076923,840.395,142.12498076923077
Q86YV9,65,0.864,0.04570769230769227,0.864,0.04570769230769227,426.817,113.4692153846154
P51686,21,0.882,0.09752380952380948,0.882,0.09752380952380948,487.959,120.49285714285713
Q8NB16,52,0.836,0.03984615384615384,0.836,0.03984615384615384,561.229,108.78538461538461
Q8WYR1,65,0.697,0.025092307692307674,0.697,0.025092307692307674,425.51,130.20946153846157
A6NNY8,36,0.063,0.003777777777777778,0.063,0.003777777777777778,577.784,173.16855555555557
Q15835,42,0.47,0.017714285714285714,0.47,0.017714285714285714,292.71,99.29788095238094
O94925,38,0.456,0.03144736842105262,0.456,0.03144736842105262,329.667,110.13668421052633
Q9UNE7,25,0.306,0.02636,0.306,0.02636,169.91,92.83972000000001
P11226,10,0.736,0.086,0.736,0.086,137.28,96.5338
Q9HC98,20,0.125,0.013000000000000001,0.125,0.013000000000000001,207.025,89.67875
P59536,31,0.875,0.05867741935483869,0.875,0.05867741935483869,402.206,110.67990322580646
Q99683,101,0.65,0.016999999999999998,0.65,0.016999999999999998,640.613,115.33895049504953
Q9Y5R2,49,0.789,0.034979591836734686,0.789,0.034979591836734686,430.77,121.34751020408164
P08754,18,0.687,0.09383333333333332,0.687,0.09383333333333332,282.003,109.0203888888889
P61978,33,0.379,0.018333333333333337,0.379,0.018333333333333337,319.288,117.59978787878788
Q05655,57,0.757,0.015263157894736845,0.757,0.015263157894736845,513.37,131.77101754385967
Q9BRJ6,17,0.482,0.03623529411764706,0.482,0.03623529411764706,163.055,89.88635294117648
Q5VVQ6,29,0.569,0.025275862068965517,0.569,0.025275862068965517,254.219,110.29182758620689
P12110,60,0.537,0.019033333333333336,0.537,0.019033333333333336,561.968,112.36473333333335
Q9UBN4,103,0.928,0.022058252427184455,0.928,0.022058252427184455,693.257,129.1365436893204
P18510,9,0.178,0.04722222222222223,0.178,0.04722222222222223,152.916,90.68744444444444
Q92772,35,0.936,0.027971428571428574,0.936,0.027971428571428574,723.752,120.20679999999999
P28562,20,0.62,0.06955,0.62,0.06955,276.77,113.87365
P17096,7,0.141,0.03328571428571429,0.141,0.03328571428571429,215.365,120.4885714285714
P61803,12,0.787,0.09933333333333329,0.787,0.09933333333333329,126.415,91.21325
Q14242,14,0.799,0.0662857142857143,0.799,0.0662857142857143,253.921,103.57835714285713
P31512,35,0.838,0.04774285714285712,0.838,0.04774285714285712,463.647,136.22811428571427
P08637,16,0.299,0.035437500000000004,0.299,0.035437500000000004,145.414,82.8495
P13928,24,0.474,0.037625,0.474,0.037625,252.294,85.40254166666666
P49190,47,0.634,0.1030851063829787,0.634,0.1030851063829787,364.713,100.27865957446804
P52565,16,0.787,0.12093749999999999,0.787,0.12093749999999999,197.385,104.29168749999998
P07996,73,0.871,0.020315068493150686,0.871,0.020315068493150686,540.95,113.67176712328768
Q9NS67,34,0.888,0.046558823529411764,0.888,0.046558823529411764,590.048,125.37032352941172
Q9NR61,33,0.403,0.02187878787878788,0.403,0.02187878787878788,175.136,93.75845454545453
Q6QHF9,30,0.999,0.03546666666666663,0.999,0.03546666666666663,724.057,129.46949999999998
P01111,10,0.724,0.0747,0.724,0.0747,265.763,107.256
Q13342,54,0.304,0.016574074074074078,0.304,0.016574074074074078,494.238,120.57525925925928
Q9UKE5,102,0.084,0.0043921568627451,0.084,0.0043921568627451,585.49,109.79561764705878
P06239,37,0.705,0.03818918918918916,0.705,0.03818918918918916,332.441,123.38159459459462
Q92973,63,0.516,0.020174603174603168,0.516,0.020174603174603168,611.655,121.13571428571429
P04000,34,0.899,0.07461764705882348,0.899,0.07461764705882348,344.672,116.62888235294116
Q9ULD8,93,0.805,0.035580645161290295,0.805,0.035580645161290295,381.222,128.94405376344082
Q16527,17,0.236,0.014941176470588236,0.236,0.014941176470588236,248.084,108.41494117647059
Q14296,52,0.922,0.07534615384615383,0.922,0.07534615384615383,260.121,111.07819230769229
Q9Y3D9,13,0.62,0.08046153846153845,0.62,0.08046153846153845,156.814,94.07853846153847
Q5VY80,16,0.858,0.06775,0.858,0.06775,235.788,105.310875
Q9H4A4,45,0.135,0.009866666666666668,0.135,0.009866666666666668,427.497,103.21744444444444
P12270,226,0.315,0.010163716814159273,0.315,0.010163716814159273,505.857,105.9754292035398
P54760,74,0.26,0.011391891891891897,0.26,0.011391891891891897,721.878,117.06098648648647
Q14699,30,0.089,0.005266666666666667,0.089,0.005266666666666667,1337.682,158.94423333333333
Q9Y295,27,0.355,0.040185185185185185,0.355,0.040185185185185185,384.824,120.58048148148147
Q12852,47,0.765,0.018553191489361704,0.765,0.018553191489361704,811.081,118.42821276595745
Q969V3,39,0.993,0.028769230769230766,0.993,0.028769230769230766,482.608,113.5705128205128
Q8N5S9,46,0.756,0.0489782608695652,0.756,0.0489782608695652,485.421,131.62495652173914
Q96T54,26,0.599,0.0636153846153846,0.599,0.0636153846153846,212.276,111.46938461538464
P14384,31,0.643,0.040870967741935466,0.643,0.040870967741935466,340.727,96.48774193548387
P49589,54,0.702,0.018166666666666668,0.702,0.018166666666666668,380.83,116.74968518518514
P48449,41,0.937,0.032292682926829214,0.937,0.032292682926829214,318.888,102.25200000000002
P08254,38,0.971,0.04318421052631578,0.971,0.04318421052631578,293.464,112.35689473684208
Q9Y5X4,24,0.584,0.04095833333333334,0.584,0.04095833333333334,174.607,84.54
Q8IWT3,242,0.819,0.008090909090909091,0.819,0.008090909090909091,1160.584,125.74690495867776
P30040,21,0.163,0.011476190476190477,0.163,0.011476190476190477,263.468,110.9630476190476
Q13191,49,0.157,0.005979591836734695,0.157,0.005979591836734695,493.481,110.52642857142855
Q06710,21,0.333,0.017952380952380956,0.333,0.017952380952380956,250.004,96.71676190476191
P53999,7,0.13,0.030285714285714284,0.13,0.030285714285714284,287.396,113.24671428571428
P63208,12,0.241,0.02766666666666667,0.241,0.02766666666666667,221.374,112.3055
P18669,14,0.592,0.08064285714285714,0.592,0.08064285714285714,220.359,116.54771428571428
Q6UVM3,94,0.938,0.03111702127659572,0.938,0.03111702127659572,341.576,110.0412446808511
Q86UX6,38,0.315,0.014710526315789474,0.315,0.014710526315789474,280.102,119.76639473684212
Q8NB46,82,0.899,0.02489024390243901,0.899,0.02489024390243901,740.967,105.78114634146345
Q5SRE5,147,0.836,0.017367346938775508,0.836,0.017367346938775508,634.031,112.94312244897961
P46778,11,0.426,0.11918181818181818,0.426,0.11918181818181818,184.156,95.68463636363636
Q04844,34,0.758,0.024882352941176474,0.758,0.024882352941176474,210.989,87.04855882352939
Q8NG06,45,0.874,0.02237777777777777,0.874,0.02237777777777777,209.228,93.39762222222222
Q15842,35,0.154,0.01042857142857143,0.154,0.01042857142857143,659.516,132.17582857142855
P23415,42,0.734,0.0379285714285714,0.734,0.0379285714285714,203.429,91.86314285714288
Q7Z3U7,142,0.428,0.00938732394366197,0.428,0.00938732394366197,774.91,120.93177464788734
Q9NXS2,24,0.517,0.037375000000000005,0.517,0.037375000000000005,169.064,79.74929166666666
Q9C0K7,39,0.718,0.04346153846153845,0.718,0.04346153846153845,598.171,148.63623076923082
Q9H008,15,0.69,0.06406666666666666,0.69,0.06406666666666666,314.971,108.17893333333335
Q6SZW1,52,0.917,0.025134615384615363,0.917,0.025134615384615363,459.304,115.00738461538464
Q5D862,129,0.602,0.010883720930232559,0.602,0.010883720930232559,381.879,115.38126356589146
P56192,54,0.315,0.01914814814814815,0.315,0.01914814814814815,620.428,129.5491111111111
Q9UJQ4,54,0.916,0.019870370370370368,0.916,0.019870370370370368,237.508,102.09035185185185
Q9Y6H5,50,0.787,0.04672,0.787,0.04672,475.437,123.03568
Q9H9A5,68,0.157,0.010588235294117648,0.157,0.010588235294117648,472.869,126.7074705882353
Q9UI26,82,0.542,0.01545121951219512,0.542,0.01545121951219512,354.018,98.4515731707317
O15084,78,0.526,0.019679487179487167,0.526,0.019679487179487167,308.255,92.9307948717949
P68366,32,0.462,0.028687500000000005,0.462,0.028687500000000005,215.432,92.26912499999999
P52961,24,0.437,0.05666666666666665,0.437,0.05666666666666665,393.367,99.59316666666665
Q15040,14,0.472,0.044571428571428574,0.472,0.044571428571428574,221.089,104.11907142857144
A8MYU2,113,0.675,0.025176991150442463,0.675,0.025176991150442463,629.291,121.50831858407078
P00846,26,0.579,0.062461538461538464,0.579,0.062461538461538464,168.131,94.38319230769231
P25105,29,0.803,0.030137931034482764,0.803,0.030137931034482764,243.38,93.37951724137935
P07711,21,0.178,0.030238095238095244,0.178,0.030238095238095244,154.987,93.30214285714285
P00395,28,0.999,0.04353571428571423,0.999,0.04353571428571423,809.85,121.70907142857142
Q9BS26,30,0.061,0.004366666666666667,0.061,0.004366666666666667,402.949,113.26673333333333
Q9UKV3,97,0.504,0.018515463917525763,0.504,0.018515463917525763,317.951,102.40601030927829
Q5UAW9,28,0.559,0.07967857142857145,0.559,0.07967857142857145,300.434,107.96425
O60234,5,0.304,0.0622,0.304,0.0622,143.474,98.61280000000001
Q9BV86,15,0.952,0.06693333333333332,0.952,0.06693333333333332,228.259,112.10293333333334
Q496J9,59,0.745,0.02808474576271183,0.745,0.02808474576271183,644.781,120.3788813559322
P11233,14,0.209,0.022,0.209,0.022,292.05,113.40864285714285
Q9Y3C4,14,0.924,0.08778571428571429,0.924,0.08778571428571429,276.926,103.9515
P37268,34,0.328,0.012794117647058826,0.328,0.012794117647058826,289.55,118.83176470588238
Q9NR21,31,0.915,0.031903225806451614,0.915,0.031903225806451614,262.973,109.91567741935484
O14974,68,0.193,0.010970588235294119,0.193,0.010970588235294119,252.517,100.62563235294118
P51159,17,0.552,0.08388235294117646,0.552,0.08388235294117646,279.668,102.85217647058823
P00751,59,0.732,0.015016949152542374,0.732,0.015016949152542374,729.961,133.17781355932206
O43747,59,0.711,0.03852542372881354,0.711,0.03852542372881354,189.654,87.28586440677967
P62888,7,0.011,0.004571428571428572,0.011,0.004571428571428572,360.584,123.88871428571429
P16109,42,0.781,0.022166666666666668,0.781,0.022166666666666668,488.034,104.52357142857144
Q6TGC4,51,0.393,0.026019607843137223,0.393,0.026019607843137223,251.349,108.02476470588233
O95067,28,0.389,0.03242857142857143,0.389,0.03242857142857143,268.279,104.63414285714289
O14578,200,0.723,0.011535000000000002,0.723,0.011535000000000002,625.678,116.82650000000001
Q9Y277,29,0.88,0.14062068965517238,0.88,0.14062068965517238,253.456,99.23827586206896
P05556,53,0.729,0.0170188679245283,0.729,0.0170188679245283,379.499,100.48611320754715
Q9HCL2,70,0.995,0.01637142857142857,0.995,0.01637142857142857,1601.866,137.94524285714286
P12277,20,0.234,0.0214,0.234,0.0214,444.171,115.59435
P12532,24,0.47,0.042916666666666665,0.47,0.042916666666666665,641.109,117.56683333333335
P55795,36,0.662,0.02447222222222222,0.662,0.02447222222222222,292.866,116.21352777777777
P02452,37,0.21,0.013756756756756756,0.21,0.013756756756756756,209.362,90.78837837837838
Q6NYC1,32,0.728,0.04928124999999997,0.728,0.04928124999999997,263.862,94.2695
Q15070,33,0.85,0.05433333333333332,0.85,0.05433333333333332,281.514,104.04963636363637
P10827,42,0.876,0.029547619047619034,0.876,0.029547619047619034,281.23,107.9377380952381
O76003,28,0.213,0.010714285714285716,0.213,0.010714285714285716,538.74,105.95875000000001
O95396,30,0.157,0.017400000000000002,0.157,0.017400000000000002,582.269,133.38923333333335
Q9BRP8,11,0.37,0.034727272727272725,0.37,0.034727272727272725,159.871,94.63163636363635
P20839,30,0.678,0.051866666666666665,0.678,0.051866666666666665,276.558,117.52986666666668
Q15052,61,0.41,0.010852459016393446,0.41,0.010852459016393446,144.225,83.5815737704918
P04271,9,0.459,0.11466666666666664,0.459,0.11466666666666664,137.938,86.25888888888888
P22392,11,0.693,0.06654545454545455,0.693,0.06654545454545455,303.776,115.111
Q13285,33,0.97,0.030272727272727274,0.97,0.030272727272727274,429.929,130.29006060606062
P15169,21,0.121,0.012571428571428572,0.121,0.012571428571428572,191.784,99.91752380952383
Q96SQ9,35,0.992,0.03111428571428568,0.992,0.03111428571428568,311.99,102.84802857142856
Q8TAC2,5,0.174,0.0668,0.174,0.0668,125.328,89.0088
Q3ZCT8,49,0.451,0.023000000000000003,0.451,0.023000000000000003,223.852,91.73144897959183
Q6ZMT4,71,0.492,0.025084507042253512,0.492,0.025084507042253512,467.658,127.10240845070423
O43734,41,0.375,0.031926829268292684,0.375,0.031926829268292684,388.409,118.54287804878047
Q29RF7,101,0.742,0.020405940594059393,0.742,0.020405940594059393,626.888,121.87906930693076
O00571,51,0.362,0.01892156862745098,0.362,0.01892156862745098,594.283,127.11266666666667
Q96GM5,52,0.958,0.03321153846153844,0.958,0.03321153846153844,298.389,106.43388461538463
P10415,15,0.074,0.013533333333333336,0.074,0.013533333333333336,184.461,95.73859999999999
Q9BW60,17,0.978,0.07711764705882353,0.978,0.07711764705882353,522.797,121.65088235294121
P19835,64,0.925,0.03734375,0.925,0.03734375,404.381,100.646828125
O60232,12,0.456,0.04875000000000001,0.456,0.04875000000000001,188.305,92.8105
Q9UL19,12,0.535,0.04683333333333334,0.535,0.04683333333333334,180.459,94.77675
P04066,22,0.661,0.059136363636363626,0.661,0.059136363636363626,172.558,89.95640909090909
O00214,27,0.357,0.020481481481481482,0.357,0.020481481481481482,366.646,110.84944444444447
Q9BWD1,20,0.806,0.08584999999999995,0.806,0.08584999999999995,198.601,97.09134999999999
P19174,105,0.588,0.014285714285714285,0.588,0.014285714285714285,1131.808,139.03240952380955
O15397,96,0.688,0.02901041666666664,0.688,0.02901041666666664,525.948,105.36623958333332
Q9H4B7,26,0.53,0.07226923076923074,0.53,0.07226923076923074,239.915,118.97815384615386
P30988,30,0.972,0.04283333333333333,0.972,0.04283333333333333,876.067,145.9948
Q8IXT5,64,0.02,0.0020937500000000006,0.02,0.0020937500000000006,687.15,101.87928125
Q9BVA0,46,0.561,0.022021739130434786,0.561,0.022021739130434786,211.822,105.83047826086958
Q6UWM9,43,0.803,0.03555813953488372,0.803,0.03555813953488372,390.719,104.10167441860463
O75317,36,0.707,0.023750000000000004,0.707,0.023750000000000004,240.167,103.19438888888887
Q99497,17,0.565,0.052705882352941186,0.565,0.052705882352941186,202.557,100.40494117647059
Q9UQC9,64,0.892,0.06074999999999995,0.892,0.06074999999999995,569.097,118.69684375000001
O75897,16,0.917,0.11193749999999994,0.917,0.11193749999999994,158.461,90.3854375
Q15773,23,0.784,0.046478260869565226,0.784,0.046478260869565226,415.432,104.80673913043475
P78545,26,0.079,0.006269230769230771,0.079,0.006269230769230771,275.045,109.70984615384616
P24468,39,0.712,0.01946153846153846,0.712,0.01946153846153846,502.561,117.77725641025641
O15455,59,0.727,0.04352542372881354,0.727,0.04352542372881354,203.209,93.90888135593221
Q13324,38,0.775,0.030973684210526306,0.775,0.030973684210526306,316.415,105.22344736842106
P21730,27,0.579,0.07670370370370369,0.579,0.07670370370370369,549.51,135.75988888888887
P09651,15,0.94,0.07999999999999997,0.94,0.07999999999999997,176.347,99.80320000000003
P07315,10,0.601,0.0631,0.601,0.0631,129.391,94.88529999999999
Q9C000,121,0.925,0.02295867768595041,0.925,0.02295867768595041,801.68,141.43189256198355
O76027,21,0.823,0.040428571428571425,0.823,0.040428571428571425,178.277,86.38976190476191
P56937,19,0.992,0.05315789473684209,0.992,0.05315789473684209,622.867,113.57015789473682
O75845,24,0.883,0.09566666666666664,0.883,0.09566666666666664,187.952,99.17454166666666
Q8NFD2,49,0.6,0.03091836734693878,0.6,0.03091836734693878,546.61,136.45675510204083
Q9Y2A9,23,0.724,0.07230434782608693,0.724,0.07230434782608693,345.483,134.38008695652175
P32119,12,0.28,0.053333333333333344,0.28,0.053333333333333344,98.402,86.363
Q01081,34,0.237,0.01611764705882353,0.237,0.01611764705882353,420.213,108.79217647058823
Q9UJ14,35,0.677,0.03137142857142853,0.677,0.03137142857142853,332.687,99.72674285714285
Q9H8Y8,17,0.455,0.03788235294117647,0.455,0.03788235294117647,171.69,104.43129411764707
Q9BT78,35,0.574,0.02602857142857143,0.574,0.02602857142857143,354.115,97.69274285714285
Q9Y5V3,44,0.953,0.04879545454545453,0.953,0.04879545454545453,467.838,126.27761363636364
